34.000000,69.000000
34.001000,69.000000
34.002905,69.000610
34.005497,69.002119
34.008387,69.004885
34.011235,69.008995
34.013676,69.014476
34.015425,69.021254
34.016239,69.029212
34.015939,69.038207
34.014392,69.048087
34.011512,69.058703
34.007244,69.069919
34.001560,69.081610
33.994451,69.093671
33.985925,69.106012
33.975995,69.118558
33.964685,69.131250
33.952020,69.144040
33.938026,69.156893
33.922733,69.169781
33.906167,69.182687
33.888355,69.195600
33.869322,69.208512
33.849091,69.221423
33.827683,69.234335
33.805119,69.247253
33.781417,69.260185
33.756594,69.273138
33.730664,69.286124
33.703642,69.299155
33.675539,69.312240
33.646367,69.325394
33.616137,69.338628
33.584857,69.351954
33.552537,69.365384
33.519183,69.378931
33.484803,69.392606
33.449402,69.406420
33.412988,69.420384
33.375564,69.434507
33.337137,69.448801
33.297709,69.463274
33.257285,69.477935
33.215870,69.492792
33.173465,69.507853
33.130075,69.523127
33.085701,69.538618
33.040347,69.554336
32.994015,69.570284
32.946708,69.586469
32.898426,69.602897
32.849172,69.619572
32.798948,69.636500
32.747755,69.653683
32.695595,69.671128
32.642468,69.688836
32.588377,69.706812
32.533322,69.725058
32.477304,69.743579
32.420325,69.762376
32.362384,69.781453
32.303484,69.800811
32.243624,69.820453
32.182806,69.840381
32.121029,69.860597
32.058295,69.881102
31.994605,69.901898
31.929957,69.922987
31.864354,69.944370
31.797796,69.966048
31.730282,69.988023
31.661813,70.010295
31.592390,70.032867
31.522013,70.055737
31.450682,70.078908
31.378398,70.102380
31.305160,70.126155
31.230969,70.150232
31.155825,70.174612
31.079729,70.199296
31.002679,70.224285
30.924678,70.249578
30.845724,70.275178
30.765819,70.301083
30.684961,70.327294
30.603151,70.353812
30.520390,70.380637
30.436678,70.407770
30.352013,70.435210
30.266398,70.462959
30.179831,70.491015
30.092313,70.519381
30.003844,70.548055
29.914423,70.577038
29.824052,70.606330
29.732730,70.635932
29.640457,70.665844
29.547234,70.696066
29.453059,70.726597
29.356974,70.754304
29.259313,70.780058
29.160065,70.803593
29.059361,70.825219
28.957266,70.845033
28.853852,70.863212
28.749171,70.879885
28.643270,70.895183
28.536187,70.909221
28.427951,70.922105
28.318588,70.933930
28.208120,70.944783
28.096564,70.954743
27.983934,70.963879
27.871092,70.980087
27.758038,71.001152
27.645112,71.027681
27.532350,71.058888
27.419852,71.094498
27.307626,71.134075
27.195679,71.177293
27.081175,71.216407
26.964873,71.253258
26.846591,71.286997
26.726571,71.318161
26.604899,71.346810
26.481693,71.373198
26.357038,71.397492
26.231010,71.419874
26.103670,71.440502
25.975070,71.459526
25.845251,71.477083
25.714251,71.493297
25.582098,71.508285
25.448818,71.522151
25.314430,71.534993
25.178952,71.546899
25.042398,71.557951
24.904781,71.568222
24.766110,71.577780
24.626394,71.586687
24.485639,71.595000
24.343852,71.602771
24.201037,71.610046
24.057199,71.616869
23.912341,71.623279
23.766465,71.629312
23.619575,71.635002
23.471673,71.640377
23.322760,71.645465
23.172838,71.650292
23.021907,71.654879
22.869970,71.659248
22.717027,71.663418
22.563079,71.667406
22.408126,71.671227
22.252169,71.674897
22.095209,71.678427
21.937245,71.681831
21.778279,71.685119
21.618311,71.688300
21.457340,71.691385
21.295368,71.694380
21.132570,71.702481
20.968988,71.714186
20.804736,71.729879
20.639843,71.749018
20.474351,71.771409
20.308273,71.796747
20.140793,71.819369
19.972124,71.840600
19.802209,71.859830
19.631112,71.877433
19.458855,71.893445
19.285468,71.908038
19.110973,71.921320
18.935388,71.933409
18.758730,71.944406
18.581011,71.954407
18.402242,71.963499
18.222432,71.971759
18.041588,71.979261
17.859715,71.986069
17.676819,71.992246
17.492904,71.997845
17.307974,72.002917
17.122031,72.007507
16.935077,72.011658
16.747114,72.015408
16.558144,72.018792
16.368169,72.021841
16.177189,72.024585
15.985204,72.027051
15.792217,72.029262
15.598227,72.031241
15.403235,72.033009
15.207241,72.034583
15.010246,72.035981
14.812250,72.037218
14.613253,72.038308
14.413256,72.039264
14.213257,72.040094
14.013351,72.033967
13.813654,72.022960
13.614320,72.006652
13.415408,71.985826
13.216979,71.960803
13.035995,71.875687
12.880169,71.750314
12.760556,71.590025
12.678493,71.407636
12.634745,71.212479
12.626878,71.012634
12.651864,70.814201
12.705974,70.621660
12.785472,70.438139
12.886743,70.265674
13.006474,70.105472
13.141700,69.958116
13.289829,69.823737
13.448629,69.702153
13.616202,69.592977
